Hugo_Symbol	1	2	4	5	6	8	10	P_Value
H3-3A	0.4	0.4827586206896552	0.0625	0	0.574468085106383	0	0	1.098786977296601e-5
CIC	0	0.034482758620689655	0.625	0	0.06382978723404255	0.14285714285714285	0	2.8518318620085814e-5
TP53	0	0.5517241379310345	0.1875	1	0.6382978723404256	0.35714285714285715	0	0.0010789634732852353
KRAS	0	0	0	1	0.0425531914893617	0	0	0.04611490249286354
BRAF	0.4	0.1724137931034483	0	0	0.0425531914893617	0.07142857142857142	0	0.07397325014246034
CDKN2C	0.2	0	0	0	0	0	0	0.07826086956521772
ATRX	0.2	0.41379310344827586	0.125	0	0.46808510638297873	0.21428571428571427	0	0.08875087439963902
CCND2	0	0	0	0	0.10638297872340426	0	0.3333333333333333	0.1195044993985899
AKT1	0	0.034482758620689655	0	0	0	0.14285714285714285	0	0.13803689678216766
MDM2	0	0	0	0	0.06382978723404255	0	0.3333333333333333	0.154466437351569
PIK3C2G	0	0.034482758620689655	0.0625	1	0.06382978723404255	0	0	0.18830689964932207
NFIB	0	0.10344827586206896	0.0625	0	0.02127659574468085	0	0.3333333333333333	0.1995805179387966
AKT2	0	0	0	0	0	0.07142857142857142	0	0.20000000000000046
CLK1	0	0	0	0	0	0.07142857142857142	0	0.20000000000000046
VEGFA	0	0	0	0	0	0.07142857142857142	0	0.20000000000000046
GAB2	0.2	0	0.0625	0	0.02127659574468085	0	0	0.2086186994998147
ID2	0	0	0	0	0.02127659574468085	0.14285714285714285	0	0.24250217695066587
FYN	0	0.034482758620689655	0.125	0	0.0425531914893617	0	0.3333333333333333	0.24449639396380357
ALK	0	0.13793103448275862	0	0	0.02127659574468085	0	0	0.2539527379850738
PDGFRA	0	0.27586206896551724	0.25	0	0.19148936170212766	0	0	0.2987149623035973
SETD2	0.2	0.10344827586206896	0.125	0	0.02127659574468085	0.07142857142857142	0	0.30017563002905817
MYC	0	0.034482758620689655	0	0	0.0425531914893617	0	0.3333333333333333	0.3088219297763851
AURKB	0	0.034482758620689655	0	0	0	0.07142857142857142	0	0.3412662090007701
PPM1D	0.2	0.034482758620689655	0.125	0	0.0425531914893617	0	0	0.35334661928291344
TDRD9	0	0.034482758620689655	0.0625	0	0	0	0	0.41205186880245015
TOP2A	0	0	0.0625	0	0.02127659574468085	0.07142857142857142	0	0.4331180008505514
PIK3C2B	0	0.10344827586206896	0	0	0.02127659574468085	0	0	0.4743030141726639
CDK4	0	0.034482758620689655	0.0625	0	0.1276595744680851	0.07142857142857142	0.3333333333333333	0.4748586672852659
RB1	0	0.034482758620689655	0.0625	0	0.06382978723404255	0.07142857142857142	0.3333333333333333	0.5155165968325727
CDKN1C	0	0	0	0	0.06382978723404255	0	0	0.560085862983769
PTEN	0.2	0.1724137931034483	0.0625	0	0.10638297872340426	0	0	0.5604834610957701
PDGFA	0	0.10344827586206896	0.0625	0	0.02127659574468085	0	0	0.5609958753982336
DDX11	0.2	0.034482758620689655	0.0625	0	0.06382978723404255	0	0	0.5665799701036299
NRAS	0	0.034482758620689655	0	0	0	0	0	0.5913043478260893
TERT	0	0	0.0625	0	0.0851063829787234	0	0	0.5981781937868907
KDR	0	0.1724137931034483	0.125	0	0.0851063829787234	0	0	0.6116943785975921
KIT	0.2	0.1724137931034483	0.125	0	0.10638297872340426	0	0	0.622566588815018
ATM	0	0.10344827586206896	0.125	0	0.0425531914893617	0	0	0.6237987150111572
DDR2	0	0	0.0625	0	0.02127659574468085	0	0	0.6271548436308246
EZHIP	0	0	0.0625	0	0.02127659574468085	0	0	0.6271548436308246
GOLPH3	0	0	0.0625	0	0.0425531914893617	0	0	0.6301370972641644
NF1	0	0.2413793103448276	0.0625	0	0.1702127659574468	0.07142857142857142	0	0.6313115299967474
IGF1R	0	0.10344827586206896	0	0	0.0425531914893617	0	0	0.6720920504208263
TOP3A	0	0.06896551724137931	0.125	0	0.0425531914893617	0	0	0.693320693833075
FGFR1	0	0.06896551724137931	0.0625	0	0.02127659574468085	0.07142857142857142	0	0.6999424236267024
KDM6B	0	0.06896551724137931	0.0625	0	0.02127659574468085	0	0	0.7324605762194016
MTOR	0	0.034482758620689655	0.0625	0	0.02127659574468085	0.07142857142857142	0	0.7324605762194016
NTRK1	0	0.10344827586206896	0	0	0.06382978723404255	0	0	0.7540861132850326
BCOR	0	0.10344827586206896	0	0	0.1276595744680851	0.14285714285714285	0	0.758793340075979
CDKN1B	0	0.034482758620689655	0	0	0.02127659574468085	0.07142857142857142	0	0.7847066685567784
ROS1	0	0.06896551724137931	0	0	0.02127659574468085	0	0	0.7847066685567784
CCND1	0	0	0	0	0.0425531914893617	0	0	0.7920671243325853
H3C14	0	0	0	0	0.0425531914893617	0	0	0.7920671243325853
