Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_BILE_ACID_METABOLISM	0.3290289695226534	-0.01229465043822631	13.733840345732466	5.657115258088638e-37	1.7537057300074778e-35	73.07769765556475
HALLMARK_KRAS_SIGNALING_UP	0.3680095354572374	-0.02981738358400195	12.991429107018279	9.970880172190797e-34	1.5454864266895734e-32	65.65429919893333
HALLMARK_FATTY_ACID_METABOLISM	0.3039986467317393	-0.005165852523989827	12.492124403071717	1.3496447007776986e-31	1.3946328574702886e-30	60.78220637944227
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.5063296318426254	-0.0065179343422093455	12.390389298859041	3.6231250162030108e-31	2.7145685087630305e-30	59.80217120185026
HALLMARK_HEDGEHOG_SIGNALING	0.30512279534729503	-0.03135387238544903	12.370832232109276	4.378336304456501e-31	2.7145685087630305e-30	59.614279898192805
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.3578395548432969	-0.02929875755804589	11.891794997473696	4.2946655524339073e-29	2.2189105354241855e-28	55.06436947052693
HALLMARK_PROTEIN_SECRETION	0.40759146370608473	-0.007739073967989946	11.75650572947234	1.5394558555903585e-28	6.817590217614445e-28	53.798133298285464
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5421945296906956	-0.012156275975577259	11.534626735216246	1.2266508950348535e-27	4.753272218260057e-27	51.74000321449809
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.5000754112652791	-0.016360103656903085	11.460726296290607	2.4361284873199358e-27	8.391109234102001e-27	51.05971851496999
HALLMARK_P53_PATHWAY	0.2983478693783596	-0.023723655111159925	10.956575624750942	2.447719819031679e-25	7.587931438998205e-25	46.490633074558104
HALLMARK_IL2_STAT5_SIGNALING	0.3216584744901518	-0.0247304061897454	10.158962415589567	2.756598416796659e-22	7.76859553824513e-22	39.53260000837878
HALLMARK_APOPTOSIS	0.2833139895003877	-0.03216515008113063	9.234827956450381	6.066569820309526e-19	1.567197203579961e-18	31.922637317651432
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.3383267972278486	-0.028235895171090028	8.156516969472888	2.4803068249388132e-15	5.914577813315632e-15	23.719707951913744
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.2245488785698914	-0.021445341495263615	8.144165916274524	2.7161488304091044e-15	6.014329553048731e-15	23.630256406446552
HALLMARK_NOTCH_SIGNALING	0.22862118513342775	-0.02723266612575646	7.906456596393921	1.5288709497766967e-14	3.159666629538507e-14	21.929364283582053
HALLMARK_TGF_BETA_SIGNALING	0.25909545524532857	-0.025778530325996925	7.8900654512025294	1.7198632336236287e-14	3.332235015145781e-14	21.813541751008493
HALLMARK_E2F_TARGETS	-0.39062420294015543	-0.05689260112664193	-7.604685676608074	1.2957783167821975e-13	2.3628898717793015e-13	19.827700718503294
HALLMARK_G2M_CHECKPOINT	-0.35037308902134146	-0.05536520678356886	-7.3121092606405185	9.6750319263559515e-13	1.6662554984279695e-12	17.853078457812586
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.210223356474994	-0.02619125344924031	7.089720460575502	4.278723194442269e-12	6.981074685668965e-12	16.394592662120544
HALLMARK_KRAS_SIGNALING_DN	0.11466563687154435	-0.014778824719133577	6.938580451495875	1.1510524146254208e-11	1.784131242669402e-11	15.4246671980952
HALLMARK_GLYCOLYSIS	0.15349065563906739	-0.026087940454089822	6.068698603513227	2.4461657328583e-9	3.6110065580289195e-9	10.187951123475806
HALLMARK_MTORC1_SIGNALING	0.18159882956625698	-0.028677318386745372	5.968223228452854	4.373800829916272e-9	6.163082987609292e-9	9.62206429217084
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.20976207437166067	-0.010427736638450124	5.517738161808573	5.361386979528126e-8	7.22621723327704e-8	7.18734228294114
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.16392035151946896	-0.03803484542829337	4.309448696971378	1.948842283874867e-5	2.5172546166717032e-5	1.5143683175570395
HALLMARK_MYC_TARGETS_V1	-0.18885050445086835	-0.02075028552555787	-3.961048617673289	8.474532436295796e-5	1.0508420221006788e-4	0.11930097633634418
HALLMARK_MYC_TARGETS_V2	-0.1795225249857502	-0.029338970095335096	-3.8345172251802015	1.408178744001105e-4	1.6789823486167022e-4	-0.3599476760092397
KEGG_SPLICEOSOME	-0.15829355997989616	-0.010538387261656778	-3.2570530254795966	0.0011972572474713106	0.0013746286915411344	-2.3589042805532534
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.10689476763404238	-0.019356550356028637	3.178292385078492	0.0015672508224894915	0.0017351705534705086	-2.6073614633244446
