Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_APOPTOSIS	0.3867304654053232	-0.03216515008113063	7.67073481837239	8.147321284068687e-14	2.525669598061293e-12	20.709223419048772
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.547356962700775	-0.016360103656903085	7.338460743143046	8.081263667301145e-13	1.126089024304012e-11	18.468504049586723
HALLMARK_P53_PATHWAY	0.33635347229116835	-0.023723655111159925	7.275607527744753	1.2362140762782782e-12	1.126089024304012e-11	18.05371824862409
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.4303023534012162	-0.03803484542829337	7.251603154269735	1.4530180958761445e-12	1.126089024304012e-11	17.89607693859274
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5600824825236428	-0.012156275975577259	6.927320495450478	1.2368300482318823e-11	7.668346299037671e-11	15.808632503437007
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.4535073609697458	-0.028235895171090028	6.678353876847767	6.070915693094283e-11	3.1366397747653797e-10	14.26014342398372
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.46408061890858504	-0.0065179343422093455	6.468094187526588	2.2431948670253546e-10	9.93414869682657e-10	12.989756374722301
HALLMARK_IL2_STAT5_SIGNALING	0.34199552338992806	-0.0247304061897454	6.380563945030559	3.8266067879615296e-10	1.4828101303350927e-9	12.471119972625296
HALLMARK_KRAS_SIGNALING_UP	0.2857874559471474	-0.02981738358400195	5.629289865681319	2.9251132614776054e-8	1.0075390122867308e-7	8.272877816070288
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.23591303960377605	-0.02619125344924031	4.832160576135599	1.7671273113425779e-6	5.478094665161991e-6	4.332286574894376
HALLMARK_TGF_BETA_SIGNALING	0.25776170224879996	-0.025778530325996925	4.71590744397316	3.074793631013219e-6	8.665327505582708e-6	3.8032953451023177
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.1829349421455815	-0.021445341495263615	3.94691310800246	8.97409246059826e-5	2.318307218987884e-4	0.6060298663071642
HALLMARK_PROTEIN_SECRETION	0.2363897342625931	-0.007739073967989946	3.8327171815587553	1.418062993081366e-4	3.381534829655565e-4	0.17669457974647784
HALLMARK_GLYCOLYSIS	0.15238561414565008	-0.026087940454089822	3.6669278719728555	2.700262619959016e-4	5.979152944194965e-4	-0.4253573396828356
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.18692705580612487	-0.02929875755804589	3.474214579718338	5.539213647222864e-4	0.0011234000596449332	-1.0933356856939085
HALLMARK_BILE_ACID_METABOLISM	0.15348282195276136	-0.01229465043822631	3.4616564371401344	5.798193856231913e-4	0.0011234000596449332	-1.1356702147184752
HALLMARK_FATTY_ACID_METABOLISM	0.14790443139681256	-0.005165852523989827	3.3584146428428743	8.397759905851864e-4	0.0015313562181259281	-1.4781459005747957
HALLMARK_E2F_TARGETS	-0.2720671918215291	-0.05689260112664193	-3.160903093734283	0.0016619322729305047	0.002862216692269203	-2.1055955760455145
HALLMARK_NOTCH_SIGNALING	0.1499761309738902	-0.02723266612575646	3.0784833565676837	0.0021873640960008408	0.0035688572092645297	-2.3565998456898027
HALLMARK_G2M_CHECKPOINT	-0.23641134877269182	-0.05536520678356886	-2.9515936488290024	0.003300167448628449	0.005115259545374096	-2.7305140977204507
HALLMARK_MTORC1_SIGNALING	0.1196708047367101	-0.028677318386745372	2.380659081412275	0.017631081752826606	0.026026834968458326	-4.223504818343214
