sample_id	geneset	score
BS_30VC3R2Q	HALLMARK_APOPTOSIS	0.40153720452029923
BS_30VC3R2Q	HALLMARK_BILE_ACID_METABOLISM	0.2012809844072021
BS_30VC3R2Q	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.4806447603031551
BS_30VC3R2Q	HALLMARK_DNA_REPAIR	0.4989239291180663
BS_30VC3R2Q	HALLMARK_E2F_TARGETS	0.4727184512008759
BS_30VC3R2Q	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.342378462139166
BS_30VC3R2Q	HALLMARK_FATTY_ACID_METABOLISM	0.40543975632352897
BS_30VC3R2Q	HALLMARK_G2M_CHECKPOINT	0.4973937809089447
BS_30VC3R2Q	HALLMARK_GLYCOLYSIS	0.44370471573343967
BS_30VC3R2Q	HALLMARK_HEDGEHOG_SIGNALING	0.47629568873928424
BS_30VC3R2Q	HALLMARK_IL2_STAT5_SIGNALING	0.3062741862042978
BS_30VC3R2Q	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.3370972612161919
BS_30VC3R2Q	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0017749955856366517
BS_30VC3R2Q	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.1713263402458678
BS_30VC3R2Q	HALLMARK_KRAS_SIGNALING_DN	8.06435223484614e-5
BS_30VC3R2Q	HALLMARK_KRAS_SIGNALING_UP	0.3198580968369509
BS_30VC3R2Q	HALLMARK_MITOTIC_SPINDLE	0.41870097580781857
BS_30VC3R2Q	HALLMARK_MTORC1_SIGNALING	0.5731362574314592
BS_30VC3R2Q	HALLMARK_MYC_TARGETS_V1	0.5908802109097112
BS_30VC3R2Q	HALLMARK_MYC_TARGETS_V2	0.33701245138845215
BS_30VC3R2Q	HALLMARK_NOTCH_SIGNALING	0.5121341906553984
BS_30VC3R2Q	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.6747974157874725
BS_30VC3R2Q	HALLMARK_P53_PATHWAY	0.4862774448235999
BS_30VC3R2Q	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.4842090545358476
BS_30VC3R2Q	HALLMARK_PROTEIN_SECRETION	0.5745528905006311
BS_30VC3R2Q	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.4322814814518428
BS_30VC3R2Q	HALLMARK_TGF_BETA_SIGNALING	0.5037344863472798
BS_30VC3R2Q	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.4397735879418347
BS_30VC3R2Q	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.5783768690224618
BS_30VC3R2Q	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.3407995697408468
BS_30VC3R2Q	KEGG_SPLICEOSOME	0.5939309964914656
BS_MWWZBQ60	HALLMARK_APOPTOSIS	0.14311156191603353
BS_MWWZBQ60	HALLMARK_BILE_ACID_METABOLISM	-0.11820018465890286
BS_MWWZBQ60	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.13310489151026214
BS_MWWZBQ60	HALLMARK_DNA_REPAIR	-0.0949893650140756
BS_MWWZBQ60	HALLMARK_E2F_TARGETS	0.17272736927183607
BS_MWWZBQ60	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.29601721719755447
BS_MWWZBQ60	HALLMARK_FATTY_ACID_METABOLISM	0.1454353604834021
BS_MWWZBQ60	HALLMARK_G2M_CHECKPOINT	0.24239804272393578
BS_MWWZBQ60	HALLMARK_GLYCOLYSIS	0.261379631000253
BS_MWWZBQ60	HALLMARK_HEDGEHOG_SIGNALING	0.219540232919498
BS_MWWZBQ60	HALLMARK_IL2_STAT5_SIGNALING	0.10289348335293075
BS_MWWZBQ60	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.15407465600925713
BS_MWWZBQ60	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.3520464056359904
BS_MWWZBQ60	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.08225671211333235
BS_MWWZBQ60	HALLMARK_KRAS_SIGNALING_DN	0.049738395632286186
BS_MWWZBQ60	HALLMARK_KRAS_SIGNALING_UP	0.19395415851601383
BS_MWWZBQ60	HALLMARK_MITOTIC_SPINDLE	0.23333404628960533
BS_MWWZBQ60	HALLMARK_MTORC1_SIGNALING	0.2771769660016179
BS_MWWZBQ60	HALLMARK_MYC_TARGETS_V1	-0.10521404600107372
BS_MWWZBQ60	HALLMARK_MYC_TARGETS_V2	-0.19566670164091815
BS_MWWZBQ60	HALLMARK_NOTCH_SIGNALING	0.33692115963236
BS_MWWZBQ60	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.01971231610593896
BS_MWWZBQ60	HALLMARK_P53_PATHWAY	0.17277199863393988
BS_MWWZBQ60	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.14478426007386122
BS_MWWZBQ60	HALLMARK_PROTEIN_SECRETION	0.046019295830346973
BS_MWWZBQ60	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.12430104215551491
BS_MWWZBQ60	HALLMARK_TGF_BETA_SIGNALING	0.04764487243316501
BS_MWWZBQ60	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.41811566277262324
BS_MWWZBQ60	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.20161704319827173
BS_MWWZBQ60	HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.0134227590244754
BS_MWWZBQ60	KEGG_SPLICEOSOME	-0.22072113501771562
BS_TXZ7KHTQ	HALLMARK_APOPTOSIS	-0.19262519141762602
BS_TXZ7KHTQ	HALLMARK_BILE_ACID_METABOLISM	0.2514923414288953
BS_TXZ7KHTQ	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.10632784352849561
BS_TXZ7KHTQ	HALLMARK_DNA_REPAIR	-0.25860635617171046
BS_TXZ7KHTQ	HALLMARK_E2F_TARGETS	0.2745827766749275
BS_TXZ7KHTQ	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.021592706736595996
BS_TXZ7KHTQ	HALLMARK_FATTY_ACID_METABOLISM	0.07052252915787727
BS_TXZ7KHTQ	HALLMARK_G2M_CHECKPOINT	0.09751820848166243
BS_TXZ7KHTQ	HALLMARK_GLYCOLYSIS	-0.14179004340088003
