Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.3852436827374678	-0.02584197233580786	9.424571098027764	5.450555793896037e-20	1.6896722961077713e-18	34.52971252714252
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.3374874166782462	-0.02281843646121728	7.171611955042184	1.806740584040224e-12	2.800447905262347e-11	17.528413439412347
HALLMARK_HEDGEHOG_SIGNALING	-0.20665514479652336	-0.029993933463353648	-7.051627041698663	4.076329432635483e-12	4.2122070803899994e-11	16.733217297702215
HALLMARK_IL2_STAT5_SIGNALING	0.2634786810027648	-0.01872058297528513	6.9285327523469675	9.281262632989247e-12	7.192978540566667e-11	15.929598086907557
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.32692084133968	-0.0028624439545094425	6.789174155403742	2.3215061053086213e-11	1.4393337852913453e-10	15.034798200045898
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.3114773801177935	-0.006861177319655912	6.0101253133057195	2.9139309965903326e-9	1.5055310149050053e-8	10.331650358114299
HALLMARK_APOPTOSIS	0.2216595751562496	-0.026235133685286176	5.925707296437862	4.772510687161255e-9	2.113540447171413e-8	9.853008313235346
HALLMARK_TGF_BETA_SIGNALING	0.20157204295375125	-0.03395182843850968	5.1668671775310395	3.0676210910318656e-7	1.1596551591421132e-6	5.829720737381911
HALLMARK_BILE_ACID_METABOLISM	-0.1687692210113468	-0.0071110743379947435	-5.148810782819041	3.3667407846061353e-7	1.1596551591421132e-6	5.74018930428842
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.27686550354508804	-0.0038545106285388583	4.935145386897669	9.90919569480104e-7	3.0718506653883225e-6	4.702943156024216
HALLMARK_P53_PATHWAY	0.16703627869979776	-0.027570823786143176	4.658788669560284	3.7738663737793778e-6	1.0635441598832792e-5	3.4224958594340373
HALLMARK_KRAS_SIGNALING_UP	0.13199304897521824	-0.023988661090746568	3.9018826805753495	1.0418149715949178e-4	2.6913553432868714e-4	0.2741875521779553
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.14689341369696035	-0.011226282369299125	-2.9387159267679106	0.00339869530002678	0.00810458110006386	-2.955164205956012
HALLMARK_GLYCOLYSIS	0.08899257840226585	-0.03057179454630679	2.784720718132009	0.005494825365576457	0.012167113309490727	-3.3893379326312
HALLMARK_FATTY_ACID_METABOLISM	-0.096521261009689	-0.009376375050555722	-2.707329682172425	0.006939791246294256	0.01431284704290233	-3.5988974496928705
HALLMARK_MITOTIC_SPINDLE	-0.0791363561832964	-0.05726697767841987	-2.68631105081253	0.00738727589311088	0.01431284704290233	-3.6548122155106157
HALLMARK_MYC_TARGETS_V2	0.11286763610694407	-0.045671070811994716	2.2931725209591396	0.022118771174352462	0.04033422978852508	-4.621704216652326
HALLMARK_KRAS_SIGNALING_DN	-0.04304948720947767	-9.410150466859637e-4	-2.20861891475064	0.027508155712097148	0.04737515705972287	-4.810005163611747
