sample_id	geneset	score
BS_REVS37G8	HALLMARK_APOPTOSIS	0.04862256403515172
BS_REVS37G8	HALLMARK_BILE_ACID_METABOLISM	-0.0992343843548438
BS_REVS37G8	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.1278864809486769
BS_REVS37G8	HALLMARK_DNA_REPAIR	0.1704239747455191
BS_REVS37G8	HALLMARK_E2F_TARGETS	0.6898571986689044
BS_REVS37G8	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.27030517730351544
BS_REVS37G8	HALLMARK_FATTY_ACID_METABOLISM	-0.13969268892415596
BS_REVS37G8	HALLMARK_G2M_CHECKPOINT	0.6247872116578376
BS_REVS37G8	HALLMARK_GLYCOLYSIS	0.09285090180067423
BS_REVS37G8	HALLMARK_HEDGEHOG_SIGNALING	0.09966815447333968
BS_REVS37G8	HALLMARK_IL2_STAT5_SIGNALING	0.007761472027351307
BS_REVS37G8	HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.14665206797206728
BS_REVS37G8	HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.5342659169174133
BS_REVS37G8	HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.30598100665088657
BS_REVS37G8	HALLMARK_KRAS_SIGNALING_DN	-0.19178473270368587
BS_REVS37G8	HALLMARK_KRAS_SIGNALING_UP	-0.041236664042360816
BS_REVS37G8	HALLMARK_MITOTIC_SPINDLE	0.2785723793931917
BS_REVS37G8	HALLMARK_MTORC1_SIGNALING	0.3296044675382086
BS_REVS37G8	HALLMARK_MYC_TARGETS_V1	0.6615887062062993
BS_REVS37G8	HALLMARK_MYC_TARGETS_V2	0.1642307888486432
BS_REVS37G8	HALLMARK_NOTCH_SIGNALING	0.23532550605073901
BS_REVS37G8	HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.2263268206979168
BS_REVS37G8	HALLMARK_P53_PATHWAY	0.06929812190629192
BS_REVS37G8	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.08109781805973948
BS_REVS37G8	HALLMARK_PROTEIN_SECRETION	0.13533157264308002
BS_REVS37G8	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.04589585314686234
BS_REVS37G8	HALLMARK_TGF_BETA_SIGNALING	0.2560308844557114
BS_REVS37G8	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.10355918369433287
BS_REVS37G8	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.32670916933451327
