Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_HEDGEHOG_SIGNALING	-0.4445214895785931	-0.029993933463353648	-8.275234043020403	5.998583004651005e-16	1.8595607314418115e-14	25.45561941490699
HALLMARK_KRAS_SIGNALING_UP	-0.2277688990054376	-0.023988661090746568	-3.6251703260652857	3.0864107897701e-4	0.003323888175142407	-0.6235883117277918
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.2609392625894986	-0.027669798007771602	-3.614282095029424	3.216665975944265e-4	0.003323888175142407	-0.6621022542605823
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.2229265824120862	-0.028255858772180696	-3.460276352674143	5.70693199910201e-4	0.004422872299304058	-1.1948627260038913
HALLMARK_PROTEIN_SECRETION	-0.2766194501509414	-0.017769323608338047	-3.226079840932278	0.001310435315034267	0.007548605383082866	-1.9619436109068964
HALLMARK_NOTCH_SIGNALING	-0.21213872097907502	-0.03009894941941693	-3.1943727146648837	0.0014610203967257158	0.007548605383082866	-2.061785102164688
HALLMARK_MITOTIC_SPINDLE	-0.16491421705103695	-0.05726697767841987	-3.022202300644771	0.002596372771292518	0.011498222272866867	-2.587162295849371
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.23627389654687228	-0.006861177319655912	-2.409207946718827	0.016231496940492734	0.06289705064440934	-4.226323343194671
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.1732267543854675	-0.03131318108559381	-2.296906772907233	0.021903701726361267	0.0647604008510366	-4.487198804763848
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.20510358895294603	-0.02281843646121728	-2.2798266336679074	0.022902947141698597	0.0647604008510366	-4.525801009955149
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.2401466689360458	-0.0038545106285388583	-2.278545094204552	0.022979497076174273	0.0647604008510366	-4.528685915277816
HALLMARK_FATTY_ACID_METABOLISM	-0.14263564062209996	-0.009376375050555722	-2.153115511828941	0.03163350239120059	0.08171988117726818	-4.803299391853184
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.1900394093395993	-0.0028624439545094425	-2.070116864632161	0.038789275553170126	0.09249750324217491	-4.976575453238379
