Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_E2F_TARGETS	0.6576523222005027	-0.06944216455778567	8.477288809647987	1.1915883262273617e-16	3.693923811304821e-15	27.025687174058234
HALLMARK_MYC_TARGETS_V2	0.5723970068220049	-0.046597139024337944	8.32764086146792	3.8255242974509713e-16	4.934262675278744e-15	25.881565540357848
HALLMARK_NOTCH_SIGNALING	-0.41557020934407746	-0.03237432355912559	-8.298949664473922	4.775092911560075e-16	4.934262675278744e-15	25.66414321366569
HALLMARK_G2M_CHECKPOINT	0.5943108593461854	-0.07432649029668205	8.261321071723206	6.380591656178995e-16	4.944958533538721e-15	25.379940802869136
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.6297850757604941	-0.0059245869066839995	-7.903367380707503	9.529148390028947e-15	5.908072001817947e-14	22.73063566431784
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.5633112803548412	-0.00937767110042385	-7.575734879160635	1.038347693422757e-13	5.364796416017578e-13	20.393121466815263
HALLMARK_BILE_ACID_METABOLISM	-0.3476870068225967	-0.00853333127505159	-7.418262451267663	3.176612851930861e-13	1.4067856915693813e-12	19.299850946401026
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.4918201685841803	-0.02415909239177432	-7.18235952950999	1.6350449470163659e-12	5.673767762096089e-12	17.69930695459744
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.5018049726788169	-0.005023698880108244	-7.181276422622842	1.647222898673058e-12	5.673767762096089e-12	17.692062119791455
HALLMARK_IL2_STAT5_SIGNALING	-0.39278023911209636	-0.02159862458860919	-7.136159165027942	2.2419828237915102e-12	6.950146753753682e-12	17.391122846823542
HALLMARK_KRAS_SIGNALING_UP	-0.33137264559459845	-0.025878594031238173	-6.876864188904139	1.2772675787631608e-11	3.5995722674234534e-11	15.69384984921517
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.37186148087309523	-0.030767321177853635	-6.726398290540559	3.4192807422026326e-11	8.833141917356801e-11	14.734354216318657
HALLMARK_APOPTOSIS	-0.34691125842409837	-0.02889015670980083	-6.437479766857839	2.1504218155175987e-10	5.127928944695812e-10	12.944944449316491
HALLMARK_P53_PATHWAY	-0.3104282991912595	-0.02908904662732365	-6.061651589276071	2.1201394155832803e-9	4.388368118092854e-9	10.722974537697144
HALLMARK_MYC_TARGETS_V1	0.4562356076904533	-0.0284765285174657	6.061392201680674	2.123403928109445e-9	4.388368118092854e-9	10.721482720325728
HALLMARK_TGF_BETA_SIGNALING	-0.33805273724198603	-0.03639220872088223	-6.004770314416439	2.9669130662384407e-9	5.748394065836979e-9	10.397220345675603
HALLMARK_PROTEIN_SECRETION	-0.3752495242440547	-0.019891792273316375	-5.640375021338906	2.3933985235152496e-8	4.364432601704279e-8	8.37692309591343
HALLMARK_KRAS_SIGNALING_DN	-0.15292161596411394	-0.0026448826385041075	-5.453953796288344	6.665909240625978e-8	1.1480177025522519e-7	7.388294054686225
KEGG_SPLICEOSOME	0.3858939198372794	-0.02583208623792915	5.406705629420413	8.60091996250757e-8	1.403307993882814e-7	7.142601733383553
HALLMARK_FATTY_ACID_METABOLISM	-0.25700729276636697	-0.011619316196018215	-5.041215459010561	5.786691461281319e-7	8.969371764986045e-7	5.309202327434309
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.27091606067250973	-0.0339222020107507	-4.9315382042673095	1.0023644846920073e-6	1.4796809059739156e-6	4.782400260961384
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.23221734797956098	-0.029618162422700673	-4.628538825925021	4.329134877606429e-6	6.1001446002636045e-6	3.3836783039715383
HALLMARK_DNA_REPAIR	0.1697540291970922	-0.03517686771371447	2.9921182677919957	0.0028600950519179795	0.003823205995797929	-2.6981392498906107
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.1859240157670892	-0.027083400879474827	-2.9815065903107296	0.0029599014161016224	0.003823205995797929	-2.729306935680933
HALLMARK_GLYCOLYSIS	-0.13472990973182608	-0.03322744370898544	-2.9133542233180187	0.003680521367331807	0.00456384649549144	-2.9268988735281267
HALLMARK_HEDGEHOG_SIGNALING	-0.11739819034737699	-0.029965223237660904	-2.673710505572431	0.007662679072622614	0.009136271201973117	-3.5861629816539553
HALLMARK_MITOTIC_SPINDLE	0.10845825573105689	-0.060262836233106916	2.4470510224608124	0.014628334050489083	0.01679549465056154	-4.1586026092082
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.13233059676353057	-0.032322061402687646	2.2491977350113066	0.024785292503416264	0.027440859557353724	-4.617495584327968
HALLMARK_MTORC1_SIGNALING	-0.11768688290449382	-0.03384248323676415	-2.0574141060577187	0.03998686258074381	0.04274457724148476	-5.025876385229086
