Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.5347863367113428	-0.03803484542829337	10.785779841745606	1.1264800117421049e-24	3.492088036400525e-23	45.132369906511904
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.47163612145130585	-0.028235895171090028	8.028753376836402	6.301391526812768e-15	9.76715686655979e-14	22.994766633767217
HALLMARK_IL2_STAT5_SIGNALING	0.36575889011541973	-0.0247304061897454	7.901503293660748	1.580974868255754e-14	1.633674030530946e-13	22.091005360675137
HALLMARK_APOPTOSIS	0.3149619722891061	-0.03216515008113063	7.045649007172599	5.712182487533893e-12	4.426941427838767e-11	16.315558777362302
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4290661465686387	-0.0065179343422093455	6.825356997980969	2.3860978805728043e-11	1.4793806859551387e-10	14.917231650358644
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.40135530505982436	-0.016360103656903085	6.024527998683417	3.158853911000612e-9	1.6320745206836495e-8	10.153198773263675
HALLMARK_TGF_BETA_SIGNALING	0.27570968927494877	-0.025778530325996925	5.791505099987945	1.1912114191285761e-8	5.275364856140837e-8	8.863878380261951
HALLMARK_KRAS_SIGNALING_UP	0.2501520809440374	-0.02981738358400195	5.599007057825638	3.450869548380173e-8	1.337211949997317e-7	7.832643714350557
HALLMARK_P53_PATHWAY	0.22816457386158945	-0.023723655111159925	5.50043008068174	5.880823057177188e-8	2.0256168308054762e-7	7.316548759746563
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.2907072104243861	-0.010427736638450124	-5.401977606324038	9.93618762427226e-8	3.080218163524401e-7	6.809279141039602
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.35330384361829587	-0.012156275975577259	4.862178435905869	1.5287601143900132e-6	4.308323958735492e-6	4.175304911205978
HALLMARK_DNA_REPAIR	-0.22973051583684748	-0.01701081239023932	-4.596244704572972	5.373092842666576e-6	1.2875993133024655e-5	2.970858674544501
KEGG_SPLICEOSOME	-0.312669113569856	-0.010538387261656778	-4.595177609768572	5.399610023526469e-6	1.2875993133024655e-5	2.966151397541
HALLMARK_HEDGEHOG_SIGNALING	-0.13448610625407195	-0.03135387238544903	-3.4338684993072923	6.41190470809712e-4	0.0014197788996500767	-1.5470370208763597
HALLMARK_GLYCOLYSIS	0.1216369816384305	-0.026087940454089822	3.319534017858825	9.631462008960164e-4	0.001990502148518434	-1.924238925313233
HALLMARK_FATTY_ACID_METABOLISM	-0.10482010069889912	-0.005165852523989827	-2.6953509283376476	0.0072528312364257205	0.014052360520574833	-3.765969178792468
HALLMARK_MITOTIC_SPINDLE	-0.1113108201605183	-0.03830002716277652	-2.642919972221455	0.008460497136212513	0.015427965366034581	-3.9037833189562763
HALLMARK_MYC_TARGETS_V1	-0.17201653397195982	-0.02075028552555787	-2.5308599340872036	0.011663996114768642	0.020087993308768218	-4.189483300367471
HALLMARK_MYC_TARGETS_V2	-0.1547706200755427	-0.029338970095335096	-2.3187416853502625	0.02078522002769559	0.033591265680449775	-4.697156141239166
HALLMARK_E2F_TARGETS	-0.1751308728507259	-0.05689260112664193	-2.302824555483158	0.021671784309967596	0.033591265680449775	-4.733497271608907
HALLMARK_BILE_ACID_METABOLISM	-0.08002366398856986	-0.01229465043822631	-2.036705286406269	0.042171730926790524	0.06225350755859554	-5.304660026251801
