Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_BILE_ACID_METABOLISM	-0.45296776729892	-0.0071110743379947435	-14.529611030999257	3.03679560894539e-42	9.414066387730708e-41	85.05015737869596
HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.5211983054715166	-0.027669798007771602	-14.109576261670957	3.4332492297865037e-40	4.819494984573803e-39	80.35155266399191
HALLMARK_IL2_STAT5_SIGNALING	-0.5201241488123339	-0.01872058297528513	-14.082117132651334	4.664027404426261e-40	4.819494984573803e-39	80.04711753813403
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.7526810957542585	-0.0038545106285388583	-14.004546371945873	1.1062235203546536e-39	8.573232282748566e-39	79.18894821077672
HALLMARK_NOTCH_SIGNALING	-0.4675558995872994	-0.03009894941941693	-13.705274406858441	3.0183016766694406e-38	1.8713470395350532e-37	75.90402644077761
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.6756615365609354	-0.006861177319655912	-13.381290068340782	1.0321508273739026e-36	5.332779274765164e-36	72.39551287605886
HALLMARK_APOPTOSIS	-0.48363768809956137	-0.026235133685286176	-13.260914184044172	3.785394772973743e-36	1.6763891137455148e-35	71.10489952170064
HALLMARK_KRAS_SIGNALING_UP	-0.41960296355637916	-0.023988661090746568	-12.808279910542346	4.70230675168609e-34	1.82214386627836e-33	66.31688421666874
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.5287432855325281	-0.02584197233580786	-12.728464636247955	1.0887116451455696e-33	3.750006777723629e-33	65.48346941380426
HALLMARK_IL6_JAK_STAT3_SIGNALING	-0.6002220830822637	-0.0028624439545094425	-12.564954693118803	6.016637230041166e-33	1.8651575413127617e-32	63.78656171049123
HALLMARK_P53_PATHWAY	-0.4343437023400655	-0.027570823786143176	-12.379135431668383	4.127361640141338e-32	1.1631655531307407e-31	61.87539057423636
HALLMARK_TNFA_SIGNALING_VIA_NFKB	-0.5697416443161767	-0.02281843646121728	-12.081919041184747	8.641599648622723e-31	2.2324132425608703e-30	58.857491945408555
HALLMARK_FATTY_ACID_METABOLISM	-0.4143382738733995	-0.009376375050555722	-11.914039980796366	4.714021789932428e-30	1.124112888368502e-29	57.174533615101765
HALLMARK_GLYCOLYSIS	-0.34697963463627235	-0.03057179454630679	-10.995869094902071	3.793140298078551e-26	8.399096374316792e-26	48.25904274588426
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.39777835781579335	-0.03143423116319445	-10.452757001167994	6.103066884719283e-24	1.261300489508652e-23	43.22698916120595
HALLMARK_G2M_CHECKPOINT	0.520186698356817	-0.07352176927784344	10.340807953898004	1.6996443517311865e-23	3.293060931479174e-23	42.21311245969438
HALLMARK_TGF_BETA_SIGNALING	-0.4066147558914431	-0.03395182843850968	-10.333509460994502	1.8165038054711982e-23	3.3124481158592436e-23	42.14729533190353
HALLMARK_E2F_TARGETS	0.5610204973840288	-0.06958944765749199	10.265732018709944	3.3628155266895706e-23	5.791515629298706e-23	41.53774386037631
HALLMARK_KRAS_SIGNALING_DN	-0.1838898842174462	-9.410150466859637e-4	-9.408724485701038	6.239648749525445e-20	1.0180479538699409e-19	34.09528446678638
HALLMARK_MTORC1_SIGNALING	-0.34930763547525207	-0.03138368916853074	-8.78052177245867	1.1273554004508627e-17	1.7474008706988373e-17	28.964500504913218
HALLMARK_PROTEIN_SECRETION	-0.38504462928684885	-0.017769323608338047	-8.143235921913487	1.6419765154710958e-15	2.423870094266856e-15	24.054988820647893
HALLMARK_PI3K_AKT_MTOR_SIGNALING	-0.2708771632893039	-0.028255858772180696	-7.577108428369734	1.0621670139051122e-13	1.496689883229931e-13	19.95376930917615
KEGG_SPLICEOSOME	0.36629320950286487	-0.023391142072185872	7.173803624404832	1.780249320095074e-12	2.3994664749107518e-12	17.186498232265304
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.2885723373904962	-0.011226282369299125	-5.523000550255817	4.622759846166753e-8	5.971064801298723e-8	7.267261764889529
HALLMARK_HEDGEHOG_SIGNALING	-0.1501504493639336	-0.029993933463353648	-4.750997795730643	2.4336553001570917e-6	3.0177325721947938e-6	3.442679207422694
HALLMARK_WNT_BETA_CATENIN_SIGNALING	-0.13611067542789873	-0.03961019266535215	-4.352980050161078	1.532842013384259e-5	1.8276193236504627e-5	1.6820704485796085
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.16590259729415247	-0.03131318108559381	-3.873477407697322	1.1683710031169702e-4	1.3414630035787437e-4	-0.2441794464457967
HALLMARK_MITOTIC_SPINDLE	0.1169457923816107	-0.05726697767841987	3.7640074110095507	1.8051437007983085e-4	1.9985519544552703e-4	-0.6537564763471657
HALLMARK_MYC_TARGETS_V1	0.18358555843001662	-0.02726029885272324	3.2838829500276963	0.0010722321787798251	0.0011461792255922267	-2.316126187692155
HALLMARK_DNA_REPAIR	0.09087887879518082	-0.03300424965206811	2.1810095049573164	0.029498202656621387	0.03048147607850877	-5.295776356668249
