Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_HEDGEHOG_SIGNALING	0.333671566014703	-0.029993930341349596	14.967845049135375	2.0381412805553074e-44	6.318237969721453e-43	90.00864276991685
HALLMARK_KRAS_SIGNALING_UP	0.3669836274490604	-0.0239886216167594	14.467166675331985	6.211455754107434e-42	9.627756418866522e-41	84.32235637793325
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.4189703732448189	-0.02766979591490295	14.342779224855324	2.530282141373505e-41	2.614624879419289e-40	82.92623787579414
HALLMARK_BILE_ACID_METABOLISM	0.345457242772325	-0.007111074302410953	13.81456340809348	9.128308684413337e-39	7.074439230420337e-38	77.0743867588601
HALLMARK_PROTEIN_SECRETION	0.4801633305462062	-0.01777087837006703	13.734981407633402	2.192290005939473e-38	1.3592198036824732e-37	76.20381625673159
HALLMARK_P53_PATHWAY	0.37052557741945674	-0.02757082837648103	13.52820600394832	2.1064217730745385e-37	1.0883179160885117e-36	73.9558186404086
HALLMARK_FATTY_ACID_METABOLISM	0.35837790430303457	-0.009376398601252662	13.227583050272619	5.449493707526643e-36	2.413347213333228e-35	70.72432443680742
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4684830196211367	-0.0028624441166512477	12.313179291983703	8.176367996650452e-32	3.1683425987020503e-31	61.17683599852904
HALLMARK_TGF_BETA_SIGNALING	0.36852194132612975	-0.033951839265586634	12.070133912961152	9.780674223252248e-31	3.368898899120219e-30	58.714099741299904
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.5151982783295894	-0.0038545090982817056	11.685159744201574	4.6610173114281896e-29	1.444915366542739e-28	54.88095650283451
HALLMARK_IL2_STAT5_SIGNALING	0.35220231895231535	-0.018720508321071194	11.59873252189298	1.0969987442036665e-28	3.0915419154830606e-28	54.03208458276555
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.4737581694617339	-0.006861125153055978	11.518050759066558	2.429590206203174e-28	6.276441366024866e-28	53.24357331601638
HALLMARK_NOTCH_SIGNALING	0.30854871510865756	-0.030098942483312272	10.973779056890548	4.6945559453299904e-26	1.1194710331171514e-25	48.02565996021423
HALLMARK_APOPTOSIS	0.315244118783	-0.026235138050443203	10.491984787547171	4.265516285411739e-24	9.44507177484028e-24	43.55885791529133
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.27263769972359597	-0.028255858530809957	9.846606876692558	1.4212157669933115e-21	2.9371792517861775e-21	37.81019188086336
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.36453379848729245	-0.0228183633803684	9.4184334530592	5.755549761274472e-20	1.1151377662469289e-19	34.150948420319565
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.2682898623809246	-0.03143422944910343	8.706055789028277	2.0514634205419986e-17	3.740903884517762e-17	28.349009910768654
HALLMARK_MTORC1_SIGNALING	0.2636899060550677	-0.03138368742402099	8.31066285995341	4.572056388961946e-16	7.874097114323353e-16	25.28881979514004
HALLMARK_GLYCOLYSIS	0.20892345336550913	-0.030571791134473402	8.067563407398016	2.9105082522302896e-15	4.748723990480999e-15	23.465829263781192
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.31242075753289367	-0.01122628204001356	7.671361820200763	5.4009276785580247e-14	8.371437901764938e-14	20.592385670031884
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.20944510974735292	-0.03131318018315178	6.259812705650521	6.543025773885615e-10	9.658752332878765e-10	11.380805314426357
HALLMARK_E2F_TARGETS	-0.2809835644708723	-0.0695894480873987	-6.215581409000025	8.55798354038434e-10	1.2058976806905206e-9	11.118956983024205
HALLMARK_G2M_CHECKPOINT	-0.25378929712300663	-0.07352176895286065	-6.087345197030611	1.8467174391691148e-9	2.4890539397496765e-9	10.369264300308568
HALLMARK_KRAS_SIGNALING_DN	0.09384374746201699	-9.410027813297501e-4	5.852619880292804	7.283122720844579e-9	9.171978409115758e-9	9.033713346358383
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.20823874504965037	-0.025841900939133265	5.8499254268695	7.396756781544966e-9	9.171978409115758e-9	9.018659494585311
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.13315434138469892	-0.03961019209610413	5.403015388225215	8.855239877946128e-8	1.0558170623704998e-7	6.609776084208466
HALLMARK_DNA_REPAIR	0.09602565515688276	-0.03300424919511623	2.9109754445897096	0.0037118180797836233	0.004261717054566383	-3.4845361015340472
