Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_NOTCH_SIGNALING	0.15777247351454363	-0.02723266612575646	5.253844005682888	2.155366794455357e-7	6.681637062811607e-6	6.606673783335651
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.12469106553450074	-0.019356550356028637	-3.692149825132226	2.4521211609563985e-4	0.0038007877994824177	-0.01677427384261776
HALLMARK_PROTEIN_SECRETION	-0.13001082200367856	-0.007739073967989946	-3.3534967241916993	8.545509467544757e-4	0.008830359783129583	-1.1651136160506734
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.11814811734842444	-0.03803484542829337	-3.058337151800281	0.0023372164516373478	0.018113427500189447	-2.0795729155629834
HALLMARK_GLYCOLYSIS	-0.07040455278675936	-0.026087940454089822	-2.688425941145432	0.007403025397048359	0.0379478237841389	-3.1106191211766956
HALLMARK_TGF_BETA_SIGNALING	-0.09323133665090681	-0.025778530325996925	-2.6851888354222995	0.007474130981959657	0.0379478237841389	-3.1190729421105634
HALLMARK_P53_PATHWAY	-0.07961124282004158	-0.023723655111159925	-2.638555582114419	0.008568863435128138	0.0379478237841389	-3.2397572667045917
HALLMARK_APOPTOSIS	-0.0810490376099253	-0.03216515008113063	-2.4486826853687114	0.014658270160106254	0.05114863735732086	-3.7098445408110443
HALLMARK_DNA_REPAIR	-0.08821371011935533	-0.01701081239023932	-2.44395377661198	0.014849604394060894	0.05114863735732086	-3.721114987704121
HALLMARK_MYC_TARGETS_V1	-0.11596756493576038	-0.02075028552555787	-2.394013005324382	0.017008922286526663	0.052727659088232653	-3.8388385985209696
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.11029963623151216	-0.016360103656903085	-2.2601262784773652	0.024215125450984372	0.06824262627095597	-4.142700275797694
HALLMARK_HEDGEHOG_SIGNALING	0.059505288858797786	-0.03135387238544903	2.119013088314778	0.034550024371620025	0.08925422962668507	-4.444391932437329
KEGG_SPLICEOSOME	-0.0995461107325368	-0.010538387261656778	-2.0223067548912295	0.04364235277567281	0.10407022584968133	-4.640104087283827
