Geneset	logFC	AveExpr	t	P.Value	adj.P.Val	B
HALLMARK_MITOTIC_SPINDLE	0.35333602983463896	-0.060262835949099376	7.82955084607954	1.645544380704962e-14	5.101187580185382e-13	22.24176279297503
HALLMARK_KRAS_SIGNALING_DN	-0.15208527741465866	-0.0026447913749005954	-5.136038378339282	3.5691196236959876e-7	5.532135416728781e-6	5.838290410089554
HALLMARK_G2M_CHECKPOINT	0.38238283501234666	-0.07432649009424426	4.904246456879758	1.1475111472553388e-6	1.185761518830517e-5	4.719206821802498
HALLMARK_E2F_TARGETS	0.35949594184373507	-0.06944216485129559	4.249861418241555	2.4049514393206046e-5	1.8638373654734686e-4	1.8232382961378129
KEGG_SPLICEOSOME	0.2583392049537343	-0.025832063398125393	3.3936596623490662	7.254021331006411e-4	0.004497493225223975	-1.366394954891196
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.21826421982178643	-0.013576822294538047	-2.8531519525346773	0.0044464579818802065	0.022973366239714403	-3.0227011784297355
HALLMARK_MYC_TARGETS_V2	0.20390836080659477	-0.04659709111560064	2.706012202972096	0.006962360105523491	0.03083330903874689	-3.4250595868160696
HALLMARK_HEDGEHOG_SIGNALING	-0.11103396731035615	-0.029965229194326776	-2.396281825227301	0.01680316094831135	0.06511224867470648	-4.203646461687813
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.1426914692147477	-0.03232206059873259	2.3003652769224026	0.02169760339642515	0.06769035639416354	-4.4258849320285805
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.10211341790609926	-0.04224113107542587	2.243803996147686	0.025132246502528224	0.06769035639416354	-4.552741740081965
HALLMARK_PROTEIN_SECRETION	0.15912156074076683	-0.019891792219111592	2.229348983973462	0.02608227270456929	0.06769035639416354	-4.584661841015894
HALLMARK_NOTCH_SIGNALING	0.12242663829160269	-0.03237432626719774	2.2275490747794615	0.02620271860419234	0.06769035639416354	-4.588622214360427
HALLMARK_BILE_ACID_METABOLISM	-0.11030186642966666	-0.008533333393691628	-2.1620139509328635	0.030928594684094906	0.07375280270822632	-4.730669468169895
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.11123420355211658	-0.029618161927966066	2.0795933213182165	0.037897602098096735	0.08391611893149992	-4.903367017807641
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.1762455475693113	-0.005924587985299194	2.0215601843088673	0.04357188796662854	0.09004856846436565	-5.020984012070031
