sample_id	geneset	gsva_score
CTRL1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.117351591911184
CTRL2	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.001656706507303346
CTRL3	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.2297888904153493
Treated1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.01637129642350091
Treated2	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.3241072222267112
Treated3	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.27680692175653454
CTRL1	KEGG_ADHERENS_JUNCTION	-0.1798547129695232
CTRL2	KEGG_ADHERENS_JUNCTION	-0.09411764705882208
CTRL3	KEGG_ADHERENS_JUNCTION	0.22672735760971152
Treated1	KEGG_ADHERENS_JUNCTION	-0.4124536301006859
Treated2	KEGG_ADHERENS_JUNCTION	-0.3761689291101013
Treated3	KEGG_ADHERENS_JUNCTION	0.2892672858617138
CTRL1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.18594827041042028
CTRL2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.17340823970037297
CTRL3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.4227649052619836
Treated1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.1750741424654469
Treated2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.09896184396600621
Treated3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.03336893244544897
CTRL1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.033929380298096
CTRL2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.46332046332046106
CTRL3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.535051200268589
Treated1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.15444015444015546
Treated2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.41616393178893196
Treated3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.27083011583011674
CTRL1	KEGG_ALZHEIMERS_DISEASE	-0.7377442377442349
CTRL2	KEGG_ALZHEIMERS_DISEASE	0.6066602316602318
CTRL3	KEGG_ALZHEIMERS_DISEASE	-0.5521235521235497
Treated1	KEGG_ALZHEIMERS_DISEASE	0.12429462429462468
Treated2	KEGG_ALZHEIMERS_DISEASE	0.3236168105278061
Treated3	KEGG_ALZHEIMERS_DISEASE	0.11196911196911319
CTRL1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.5692307692307645
CTRL2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.7692307692307638
CTRL3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.8692307692307635
Treated1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.24615384615384261
Treated2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.8769230769230769
Treated3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.9692307692307693
CTRL1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.5401905665063538
CTRL2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.03724223903596008
CTRL3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.679536679536677
Treated1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.5318952492865536
Treated2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.6257061572851057
Treated3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.7361079566961918
CTRL1	KEGG_APOPTOSIS	-0.23699728491430427
CTRL2	KEGG_APOPTOSIS	-0.27792222843695924
CTRL3	KEGG_APOPTOSIS	-0.3052579834348935
Treated1	KEGG_APOPTOSIS	-0.22948741793933747
Treated2	KEGG_APOPTOSIS	0.12151997821795768
Treated3	KEGG_APOPTOSIS	0.1347250780272014
CTRL1	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.061538461538458655
CTRL2	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.6615384615384619
CTRL3	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.1846153846153813
Treated1	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.46923076923077023
Treated2	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.9384615384615325
Treated3	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.1923076923076943
CTRL1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.5781764259105227
CTRL2	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.5928171579773186
CTRL3	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.6294874689546202
Treated1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.6369435215946843
Treated2	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.7180023423121965
Treated3	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.7828079508285108
CTRL1	KEGG_AXON_GUIDANCE	0.34182146542827907
CTRL2	KEGG_AXON_GUIDANCE	0.03343272792988272
CTRL3	KEGG_AXON_GUIDANCE	-0.46599751011515195
Treated1	KEGG_AXON_GUIDANCE	0.40347958855673416
Treated2	KEGG_AXON_GUIDANCE	-0.20490196078431192
Treated3	KEGG_AXON_GUIDANCE	0.4887640449438202
CTRL1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.3452140385106716
CTRL2	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.4246113659052853
CTRL3	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.5185486871612298
Treated1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.3472369082938962
Treated2	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.11020095052508258
Treated3	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.30626755826376084
CTRL1	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.536679536679537
CTRL2	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.06949806949806853
CTRL3	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.347490347490348
Treated1	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.9731940228123401
Treated2	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.5752895752895728
Treated3	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.10038610038610152
CTRL1	KEGG_BASE_EXCISION_REPAIR	0.11196911196911308
CTRL2	KEGG_BASE_EXCISION_REPAIR	0.3667953667953675
CTRL3	KEGG_BASE_EXCISION_REPAIR	0.24445759123178534
Treated1	KEGG_BASE_EXCISION_REPAIR	-0.675675675675673
Treated2	KEGG_BASE_EXCISION_REPAIR	0.2586872586872596
Treated3	KEGG_BASE_EXCISION_REPAIR	-0.6949806949806923
CTRL1	KEGG_BLADDER_CANCER	0.0234375
CTRL2	KEGG_BLADDER_CANCER	0.22905774714828908
CTRL3	KEGG_BLADDER_CANCER	0.48622786190965095
Treated1	KEGG_BLADDER_CANCER	-0.5296680062380039
Treated2	KEGG_BLADDER_CANCER	-0.21294664196940732
Treated3	KEGG_BLADDER_CANCER	-0.267287106374808
CTRL1	KEGG_CALCIUM_SIGNALING_PATHWAY	0.5654741854927705
CTRL2	KEGG_CALCIUM_SIGNALING_PATHWAY	0.38034247421407086
CTRL3	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.24982344877244686
Treated1	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.5520299537478839
Treated2	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.1469001297016823
Treated3	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.41201736007183015
CTRL1	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.9307692307692248
CTRL2	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.7999999999999945
CTRL3	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.7692307692307638
Treated1	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.7769230769230768
Treated2	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.6846153846153848
Treated3	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.976923076923077
CTRL1	KEGG_CELL_CYCLE	0.14914063255994023
CTRL2	KEGG_CELL_CYCLE	0.23417721518987322
CTRL3	KEGG_CELL_CYCLE	-0.2778066708272632
Treated1	KEGG_CELL_CYCLE	-0.1366303322072848
Treated2	KEGG_CELL_CYCLE	-0.06404540858534855
Treated3	KEGG_CELL_CYCLE	-0.31208127242041683
CTRL1	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.2894588102303223
CTRL2	KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.041615337779478845
CTRL3	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.23368462138953747
Treated1	KEGG_CHEMOKINE_SIGNALING_PATHWAY	3.2938076416347273e-4
