sample_id	geneset	gsva_score
CTRL1	HALLMARK_ADIPOGENESIS	0.12941176470588167
CTRL2	HALLMARK_ADIPOGENESIS	0.9294117647058824
CTRL3	HALLMARK_ADIPOGENESIS	-0.48235294117646976
Treated1	HALLMARK_ADIPOGENESIS	-0.36470588235294077
Treated2	HALLMARK_ADIPOGENESIS	-0.48235294117646976
Treated3	HALLMARK_ADIPOGENESIS	0.03529411764705803
CTRL1	HALLMARK_ALLOGRAFT_REJECTION	-0.9764705882352915
CTRL2	HALLMARK_ALLOGRAFT_REJECTION	-0.7411764705882335
CTRL3	HALLMARK_ALLOGRAFT_REJECTION	-0.7411764705882335
Treated1	HALLMARK_ALLOGRAFT_REJECTION	0.6235294117647059
Treated2	HALLMARK_ALLOGRAFT_REJECTION	0.6941176470588235
Treated3	HALLMARK_ALLOGRAFT_REJECTION	0.9058823529411764
CTRL1	HALLMARK_ANDROGEN_RESPONSE	-0.41176470588235237
CTRL2	HALLMARK_ANDROGEN_RESPONSE	0.3411764705882349
CTRL3	HALLMARK_ANDROGEN_RESPONSE	0.19999999999999934
Treated1	HALLMARK_ANDROGEN_RESPONSE	-0.9529411764705857
Treated2	HALLMARK_ANDROGEN_RESPONSE	-0.15294117647058858
Treated3	HALLMARK_ANDROGEN_RESPONSE	0.43529411764705855
CTRL1	HALLMARK_APICAL_JUNCTION	0.6231884057971007
CTRL2	HALLMARK_APICAL_JUNCTION	0.23508668821627968
CTRL3	HALLMARK_APICAL_JUNCTION	-0.09959349593495956
Treated1	HALLMARK_APICAL_JUNCTION	-0.03449125400344924
Treated2	HALLMARK_APICAL_JUNCTION	-0.601865136298423
Treated3	HALLMARK_APICAL_JUNCTION	-0.4468741239136541
CTRL1	HALLMARK_APOPTOSIS	-0.6068548387096763
CTRL2	HALLMARK_APOPTOSIS	-0.15129310344827646
CTRL3	HALLMARK_APOPTOSIS	-0.5330521472392638
Treated1	HALLMARK_APOPTOSIS	0.6798664122137403
Treated2	HALLMARK_APOPTOSIS	0.31263089005235556
Treated3	HALLMARK_APOPTOSIS	0.6573818897637798
CTRL1	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.7023809523809508
CTRL2	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.6498599439775894
CTRL3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	-0.13992172211350362
Treated1	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8436853002070392
Treated2	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.8095238095238095
Treated3	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.7564102564102564
CTRL1	HALLMARK_COMPLEMENT	-0.12941176470588278
CTRL2	HALLMARK_COMPLEMENT	0.31764705882352895
CTRL3	HALLMARK_COMPLEMENT	0.3882352941176466
Treated1	HALLMARK_COMPLEMENT	-0.31764705882352917
Treated2	HALLMARK_COMPLEMENT	-0.5529411764705872
Treated3	HALLMARK_COMPLEMENT	0.24705882352941128
CTRL1	HALLMARK_E2F_TARGETS	0.0399999999999999
CTRL2	HALLMARK_E2F_TARGETS	0.42480314960629917
CTRL3	HALLMARK_E2F_TARGETS	0.6200980392156862
Treated1	HALLMARK_E2F_TARGETS	-0.43849009900990094
Treated2	HALLMARK_E2F_TARGETS	0.26249999999999996
Treated3	HALLMARK_E2F_TARGETS	-0.5353971962616828
CTRL1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.6235294117647059
CTRL2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.5058823529411769
CTRL3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.2235294117647053
Treated1	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.552941176470588
Treated2	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.31764705882352895
Treated3	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.9294117647058799
CTRL1	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.058823529411765385
CTRL2	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.15294117647058764
CTRL3	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.6235294117647059
Treated1	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.5294117647058822
Treated2	HALLMARK_ESTROGEN_RESPONSE_EARLY	-0.9764705882352915
Treated3	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.1764705882352935
CTRL1	HALLMARK_FATTY_ACID_METABOLISM	0.12941176470588167
CTRL2	HALLMARK_FATTY_ACID_METABOLISM	0.9294117647058824
CTRL3	HALLMARK_FATTY_ACID_METABOLISM	-0.48235294117646976
Treated1	HALLMARK_FATTY_ACID_METABOLISM	-0.36470588235294077
Treated2	HALLMARK_FATTY_ACID_METABOLISM	-0.48235294117646976
Treated3	HALLMARK_FATTY_ACID_METABOLISM	0.03529411764705803
CTRL1	HALLMARK_G2M_CHECKPOINT	0.13797709923664067
CTRL2	HALLMARK_G2M_CHECKPOINT	0.2374999999999999
