sample_id	geneset	gsva_score
CTRL1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.09336698658024739
CTRL2	KEGG_ACUTE_MYELOID_LEUKEMIA	0.02398116509709211
CTRL3	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.22639733135655948
Treated1	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.07480015226494005
Treated2	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.2924967989756715
Treated3	KEGG_ACUTE_MYELOID_LEUKEMIA	-0.26734406438631736
CTRL1	KEGG_ADHERENS_JUNCTION	-0.13679828388597853
CTRL2	KEGG_ADHERENS_JUNCTION	-0.10836592458884742
CTRL3	KEGG_ADHERENS_JUNCTION	0.20515873015873118
Treated1	KEGG_ADHERENS_JUNCTION	-0.421937450039965
Treated2	KEGG_ADHERENS_JUNCTION	-0.3746408045976969
Treated3	KEGG_ADHERENS_JUNCTION	0.29034810126582333
CTRL1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.16255337161366318
CTRL2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.04978597489155051
CTRL3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.27153681903214333
Treated1	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.15043001625310123
Treated2	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.2080628858314751
Treated3	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.12124306385951683
CTRL1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.046249501263464
CTRL2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.4623287671232924
CTRL3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.5165030741020443
Treated1	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.1715753424657514
Treated2	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.43398564905414155
Treated3	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	0.2907084857125128
CTRL1	KEGG_ALZHEIMERS_DISEASE	-0.7254913639070935
CTRL2	KEGG_ALZHEIMERS_DISEASE	0.6061643835616439
CTRL3	KEGG_ALZHEIMERS_DISEASE	-0.541095890410964
Treated1	KEGG_ALZHEIMERS_DISEASE	0.09246575342465535
Treated2	KEGG_ALZHEIMERS_DISEASE	0.31323557785066386
Treated3	KEGG_ALZHEIMERS_DISEASE	0.1061643835616412
CTRL1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.5563139931740686
CTRL2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.7474402730375527
CTRL3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.8634812286689537
Treated1	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.2764505119453955
Treated2	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.863481228668942
Treated3	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.9658703071672354
CTRL1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.49205479452055084
CTRL2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.040468263930581394
CTRL3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.6712328767123343
Treated1	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.4831199940115277
Treated2	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.6479064357715149
Treated3	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.7341870160810006
CTRL1	KEGG_APOPTOSIS	-0.20701177158733725
CTRL2	KEGG_APOPTOSIS	-0.26249900390469416
CTRL3	KEGG_APOPTOSIS	-0.296894106138421
Treated1	KEGG_APOPTOSIS	-0.2522734855088856
Treated2	KEGG_APOPTOSIS	0.13718537060214067
Treated3	KEGG_APOPTOSIS	0.14213344912432968
CTRL1	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.05802047781569941
CTRL2	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.6655290102389082
CTRL3	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.19453924914675946
Treated1	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.4607508532423213
Treated2	KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.9453924914675897
Treated3	KEGG_ARGININE_AND_PROLINE_METABOLISM	0.19453924914675857
CTRL1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.5561204902759421
CTRL2	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.5866052496892551
CTRL3	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.620708926384375
Treated1	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.6000070131145242
Treated2	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.7170527067434286
Treated3	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.7783979799130452
CTRL1	KEGG_AXON_GUIDANCE	0.35681721798134247
CTRL2	KEGG_AXON_GUIDANCE	0.03532608695652267
CTRL3	KEGG_AXON_GUIDANCE	-0.45412058978409164
Treated1	KEGG_AXON_GUIDANCE	0.37065347721822534
Treated2	KEGG_AXON_GUIDANCE	-0.20481601731601567
Treated3	KEGG_AXON_GUIDANCE	0.4966216216216216
CTRL1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.3205396534706464
CTRL2	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.39633851060060427
CTRL3	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.513356562137053
Treated1	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.34419525281771796
Treated2	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.12960690975118971
Treated3	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.312398006439376
CTRL1	KEGG_BASAL_CELL_CARCINOMA	-0.6655290102389166
CTRL2	KEGG_BASAL_CELL_CARCINOMA	-0.7815699658703177
CTRL3	KEGG_BASAL_CELL_CARCINOMA	0.8839590443686007
Treated1	KEGG_BASAL_CELL_CARCINOMA	0.9453924914675769
Treated2	KEGG_BASAL_CELL_CARCINOMA	-0.8293515358361887
Treated3	KEGG_BASAL_CELL_CARCINOMA	0.672354948805461
CTRL1	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.565068493150684
CTRL2	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.06849315068493411
CTRL3	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.3356164383561628
Treated1	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.9534155855937654
Treated2	KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.5616438356164435
Treated3	KEGG_BASAL_TRANSCRIPTION_FACTORS	0.09931506849314814
CTRL1	KEGG_BASE_EXCISION_REPAIR	0.1404109589041071
CTRL2	KEGG_BASE_EXCISION_REPAIR	0.3561643835616422
CTRL3	KEGG_BASE_EXCISION_REPAIR	0.22945205479451852
Treated1	KEGG_BASE_EXCISION_REPAIR	-0.6883561643835673
Treated2	KEGG_BASE_EXCISION_REPAIR	0.25342465753424465
Treated3	KEGG_BASE_EXCISION_REPAIR	-0.6712328767123343
CTRL1	KEGG_BLADDER_CANCER	0.05190311418685167
CTRL2	KEGG_BLADDER_CANCER	0.2246011149557866
CTRL3	KEGG_BLADDER_CANCER	0.4700737062811132
Treated1	KEGG_BLADDER_CANCER	-0.5356778457989566
Treated2	KEGG_BLADDER_CANCER	-0.2016585133039007
Treated3	KEGG_BLADDER_CANCER	-0.2598958135290309
CTRL1	KEGG_CALCIUM_SIGNALING_PATHWAY	0.5894560593718885
CTRL2	KEGG_CALCIUM_SIGNALING_PATHWAY	0.37368549767669246
CTRL3	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.24094688989910418
Treated1	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.57507521407082
Treated2	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.12463054187192363
Treated3	KEGG_CALCIUM_SIGNALING_PATHWAY	-0.4103448275862099
CTRL1	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.9317406143344837
CTRL2	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.7952218430034237
CTRL3	KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.7610921501706587
Treated1	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.7610921501706487
Treated2	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.6791808873720138
Treated3	KEGG_CARDIAC_MUSCLE_CONTRACTION	0.9726962457337884
CTRL1	KEGG_CELL_CYCLE	0.2685780509031508
CTRL2	KEGG_CELL_CYCLE	0.2705856890753515
CTRL3	KEGG_CELL_CYCLE	-0.3859060402684547
Treated1	KEGG_CELL_CYCLE	-0.13878817459210563
Treated2	KEGG_CELL_CYCLE	-0.09545554577464688
Treated3	KEGG_CELL_CYCLE	-0.33082985447309743
CTRL1	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.26181786123600503
CTRL2	KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.06713932215641968
CTRL3	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.22427310761874847
Treated1	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.007838745800671537
Treated2	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.30033347832390944
Treated3	KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.30339690595072555
CTRL1	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.10615763546797938
CTRL2	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.05987945919530868
CTRL3	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.13458646616541264
Treated1	KEGG_CHRONIC_MYELOID_LEUKEMIA	0.02282768777614133
Treated2	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.3926929392446621
Treated3	KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.061883967560822706
CTRL1	KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.9453924914675897
CTRL2	KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.8703071672355067
CTRL3	KEGG_CIRCADIAN_RHYTHM_MAMMAL	-0.9180887372013777
Treated1	KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.9795221843003412
Treated2	KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.9863481228668942
Treated3	KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.6109215017064851
CTRL1	KEGG_CITRATE_CYCLE_TCA_CYCLE	0.02389078498293623
CTRL2	KEGG_CITRATE_CYCLE_TCA_CYCLE	0.8566552901023892
CTRL3	KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.41296928327645555
Treated1	KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.2696245733788425
Treated2	KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.5972696245733866
Treated3	KEGG_CITRATE_CYCLE_TCA_CYCLE	0.1331058020477825
CTRL1	KEGG_COLORECTAL_CANCER	-0.0961764170542333
CTRL2	KEGG_COLORECTAL_CANCER	-0.35725342128866
CTRL3	KEGG_COLORECTAL_CANCER	-0.2765979000035224
Treated1	KEGG_COLORECTAL_CANCER	0.25337373595010915
